creditcardid;cardtype;cardnumber;expmonth;expyear
648;Distinguish;5.55546E+13;11;2005
649;SuperiorCard;3.33315E+13;11;2006
650;ColonialVoice;7.77784E+13;7;2006
651;Vista;1.11187E+13;10;2005
652;ColonialVoice;7.77798E+13;1;2008
653;Vista;1.1117E+13;8;2008
654;SuperiorCard;3.33398E+13;12;2006
655;Vista;1.11154E+13;6;2008
656;Vista;1.11189E+13;10;2006
657;Vista;1.11191E+13;12;2005
658;ColonialVoice;7.77781E+13;4;2008
659;SuperiorCard;3.33322E+13;11;2008
660;SuperiorCard;3.33357E+13;9;2008
661;Distinguish;5.55576E+13;6;2008
662;Distinguish;5.55554E+13;12;2005
663;Distinguish;5.55557E+13;8;2005
664;Distinguish;5.55543E+13;11;2006
665;SuperiorCard;3.33399E+13;8;2005
666;Vista;1.1112E+13;2;2008
667;Vista;1.11141E+13;2;2005
668;Distinguish;5.55544E+13;12;2006
669;Vista;1.11199E+13;1;2006
670;SuperiorCard;3.33319E+13;1;2008
671;Vista;1.11134E+13;6;2006
672;Vista;1.11113E+13;3;2008
673;SuperiorCard;3.33369E+13;10;2005
674;Distinguish;5.55586E+13;2;2007
675;SuperiorCard;3.33397E+13;5;2007
676;Vista;1.11178E+13;3;2007
677;Vista;1.11125E+13;10;2008
678;Vista;1.11185E+13;11;2007
679;Distinguish;5.55596E+13;12;2008
680;SuperiorCard;3.33315E+13;1;2008
681;Distinguish;5.5557E+13;8;2005
682;ColonialVoice;7.77784E+13;3;2008
683;Distinguish;5.55564E+13;9;2007
684;Vista;1.1119E+13;6;2007
685;SuperiorCard;3.33377E+13;1;2007
686;Vista;1.11125E+13;2;2005
687;Distinguish;5.55551E+13;7;2005
688;SuperiorCard;3.33391E+13;10;2007
689;ColonialVoice;7.7775E+13;4;2005
690;Distinguish;5.55561E+13;11;2005
691;Vista;1.11147E+13;9;2007
692;ColonialVoice;7.77756E+13;3;2006
693;Vista;1.11169E+13;7;2008
694;Vista;1.11137E+13;5;2006
695;ColonialVoice;7.77783E+13;4;2008
696;ColonialVoice;7.77712E+13;10;2006
697;Distinguish;5.55546E+13;4;2007
698;SuperiorCard;3.33362E+13;2;2008
699;Vista;1.11174E+13;7;2005
700;SuperiorCard;3.33361E+13;5;2006
701;Distinguish;5.55588E+13;3;2005
702;SuperiorCard;3.33346E+13;11;2006
703;ColonialVoice;7.7773E+13;11;2008
704;Vista;1.11112E+13;1;2008
705;Vista;1.11173E+13;12;2005
706;Vista;1.11116E+13;10;2008
707;SuperiorCard;3.33334E+13;11;2007
708;Distinguish;5.55579E+13;6;2006
709;ColonialVoice;7.77712E+13;10;2007
710;Vista;1.11113E+13;7;2006
711;Vista;1.11197E+13;6;2006
712;ColonialVoice;7.7773E+13;3;2008
713;ColonialVoice;7.77721E+13;10;2008
714;Distinguish;5.55522E+13;2;2005
715;ColonialVoice;7.77721E+13;3;2006
716;Distinguish;5.55573E+13;3;2007
717;Vista;1.11126E+13;3;2007
718;Distinguish;5.55581E+13;1;2008
719;Distinguish;5.55568E+13;8;2006
720;ColonialVoice;7.77777E+13;11;2007
721;Vista;1.1116E+13;8;2006
722;Distinguish;5.55566E+13;8;2005
723;Distinguish;5.55561E+13;5;2006
724;SuperiorCard;3.33396E+13;7;2005
725;ColonialVoice;7.77769E+13;3;2005
726;SuperiorCard;3.33344E+13;3;2008
727;Vista;1.11111E+13;8;2007
728;ColonialVoice;7.7773E+13;8;2006
729;Vista;1.1118E+13;2;2008
730;ColonialVoice;7.77764E+13;10;2008
731;Vista;1.11157E+13;1;2007
732;SuperiorCard;3.3337E+13;8;2007
733;Distinguish;5.55573E+13;11;2006
734;Vista;1.11159E+13;3;2007
735;Distinguish;5.55548E+13;6;2006
736;Vista;1.11177E+13;10;2008
737;Vista;1.11188E+13;5;2006
738;Distinguish;5.55517E+13;8;2008
739;Distinguish;5.5554E+13;5;2007
740;SuperiorCard;3.33364E+13;2;2007
741;Vista;1.11166E+13;9;2007
742;SuperiorCard;3.33319E+13;6;2006
743;ColonialVoice;7.77764E+13;12;2005
744;SuperiorCard;3.33363E+13;9;2007
745;Vista;1.11185E+13;5;2008
746;Vista;1.11165E+13;11;2008
747;Vista;1.11119E+13;8;2008
748;ColonialVoice;7.77785E+13;3;2005
749;SuperiorCard;3.33376E+13;2;2005
750;SuperiorCard;3.33386E+13;11;2008
751;Vista;1.11135E+13;9;2006
752;SuperiorCard;3.33321E+13;1;2008
753;SuperiorCard;3.33325E+13;10;2005
754;Vista;1.11119E+13;11;2005
755;Distinguish;5.55546E+13;6;2008
756;SuperiorCard;3.33376E+13;8;2008
757;Vista;1.11164E+13;4;2006
758;SuperiorCard;3.33362E+13;9;2007
759;SuperiorCard;3.33395E+13;2;2006
760;Distinguish;5.55534E+13;3;2006
761;SuperiorCard;3.3334E+13;5;2007
762;ColonialVoice;7.7778E+13;8;2006
763;ColonialVoice;7.7775E+13;12;2005
764;Distinguish;5.55562E+13;3;2008
765;Distinguish;5.55562E+13;3;2006
766;Distinguish;5.55514E+13;2;2005
767;ColonialVoice;7.77774E+13;10;2008
768;Vista;1.11148E+13;3;2006
769;Vista;1.11134E+13;9;2008
770;SuperiorCard;3.33348E+13;3;2005
771;Distinguish;5.55597E+13;5;2008
772;Vista;1.1114E+13;9;2005
773;ColonialVoice;7.77727E+13;5;2005
774;SuperiorCard;3.33322E+13;5;2005
775;ColonialVoice;7.77793E+13;6;2006
776;ColonialVoice;7.77761E+13;9;2005
777;SuperiorCard;3.33386E+13;3;2007
778;SuperiorCard;3.33362E+13;7;2005
779;Vista;1.11197E+13;2;2005
780;ColonialVoice;7.77741E+13;2;2007
781;ColonialVoice;7.7774E+13;1;2008
782;SuperiorCard;3.3334E+13;12;2007
783;SuperiorCard;3.33394E+13;1;2006
784;Vista;1.11118E+13;1;2007
785;ColonialVoice;7.77774E+13;8;2006
786;Distinguish;5.55555E+13;7;2007
787;SuperiorCard;3.33386E+13;4;2008
788;Vista;1.11124E+13;9;2008
789;SuperiorCard;3.33358E+13;8;2005
790;Vista;1.11169E+13;3;2007
791;ColonialVoice;7.77731E+13;8;2008
792;ColonialVoice;7.77715E+13;10;2006
793;SuperiorCard;3.33375E+13;7;2007
794;ColonialVoice;7.77755E+13;6;2005
795;ColonialVoice;7.77724E+13;1;2005
796;Distinguish;5.55574E+13;3;2007
797;Vista;1.11148E+13;8;2007
798;Vista;1.11119E+13;12;2005
799;Vista;1.11163E+13;12;2005
800;SuperiorCard;3.33367E+13;3;2007
801;ColonialVoice;7.77747E+13;6;2007
802;Vista;1.11142E+13;5;2008
803;Vista;1.11114E+13;1;2007
804;Distinguish;5.55548E+13;3;2006
805;SuperiorCard;3.3332E+13;2;2006
806;ColonialVoice;7.77793E+13;7;2008
807;Vista;1.11128E+13;7;2007
808;ColonialVoice;7.77751E+13;8;2006
809;Vista;1.11197E+13;8;2006
810;Vista;1.1112E+13;2;2007
811;Distinguish;5.55573E+13;11;2008
812;Vista;1.11112E+13;11;2007
813;Distinguish;5.55554E+13;12;2005
814;Vista;1.11141E+13;2;2005
815;SuperiorCard;3.33381E+13;1;2008
816;Distinguish;5.55551E+13;4;2008
817;Distinguish;5.55531E+13;10;2005
818;ColonialVoice;7.77749E+13;2;2006
819;Distinguish;5.55566E+13;1;2006
820;ColonialVoice;7.7772E+13;10;2006
821;Vista;1.11175E+13;5;2007
822;Distinguish;5.55572E+13;8;2007
823;Vista;1.1116E+13;6;2005
824;ColonialVoice;7.77744E+13;1;2007
825;Vista;1.11199E+13;9;2005
826;SuperiorCard;3.33334E+13;3;2007
827;Vista;1.1114E+13;2;2006
828;ColonialVoice;7.77744E+13;5;2005
829;Vista;1.1119E+13;6;2005
830;ColonialVoice;7.77797E+13;5;2005
831;ColonialVoice;7.77779E+13;10;2008
832;Vista;1.11177E+13;4;2007
833;SuperiorCard;3.33334E+13;4;2005
834;ColonialVoice;7.77759E+13;10;2007
835;Vista;1.11123E+13;9;2006
836;Distinguish;5.55523E+13;12;2008
837;SuperiorCard;3.33331E+13;8;2005
838;Vista;1.11121E+13;11;2005
839;ColonialVoice;7.77773E+13;7;2007
840;SuperiorCard;3.33321E+13;4;2007
841;SuperiorCard;3.33397E+13;2;2007
842;Vista;1.11149E+13;3;2006
843;ColonialVoice;7.77742E+13;2;2007
844;SuperiorCard;3.33332E+13;12;2005
845;SuperiorCard;3.33373E+13;9;2006
846;ColonialVoice;7.7777E+13;9;2007
847;SuperiorCard;3.33383E+13;7;2008
848;Vista;1.11176E+13;7;2008
849;SuperiorCard;3.33391E+13;8;2005
850;SuperiorCard;3.33378E+13;10;2006
851;Distinguish;5.55542E+13;6;2007
852;ColonialVoice;7.77775E+13;3;2006
853;Distinguish;5.55557E+13;10;2006
854;ColonialVoice;7.77784E+13;8;2006
855;Vista;1.11194E+13;12;2008
856;SuperiorCard;3.33338E+13;12;2006
857;Vista;1.1118E+13;4;2005
858;Vista;1.11156E+13;11;2007
859;ColonialVoice;7.7772E+13;1;2006
860;Vista;1.11156E+13;6;2006
861;ColonialVoice;7.77762E+13;7;2006
862;Vista;1.11147E+13;6;2005
863;SuperiorCard;3.33328E+13;5;2008
864;Vista;1.11166E+13;2;2005
865;ColonialVoice;7.77798E+13;7;2006
866;SuperiorCard;3.33315E+13;2;2006
867;Distinguish;5.55588E+13;7;2008
868;SuperiorCard;3.33373E+13;4;2007
869;Distinguish;5.55539E+13;11;2007
870;ColonialVoice;7.77738E+13;11;2007
871;Vista;1.11195E+13;12;2008
872;Distinguish;5.55521E+13;11;2007
873;ColonialVoice;7.77765E+13;6;2006
874;Distinguish;5.55591E+13;10;2008
875;Distinguish;5.55569E+13;9;2008
876;SuperiorCard;3.33364E+13;12;2005
877;Distinguish;5.5551E+13;3;2006
878;Distinguish;5.55573E+13;4;2008
879;Distinguish;5.55595E+13;6;2007
880;Vista;1.11171E+13;2;2008
881;Vista;1.11189E+13;6;2005
882;SuperiorCard;3.33356E+13;8;2007
883;Distinguish;5.55557E+13;7;2008
884;Vista;1.11124E+13;8;2006
885;Distinguish;5.55564E+13;12;2006
886;SuperiorCard;3.33312E+13;9;2006
887;Distinguish;5.55546E+13;11;2006
888;SuperiorCard;3.33375E+13;11;2008
889;ColonialVoice;7.77737E+13;3;2005
890;ColonialVoice;7.77793E+13;10;2005
891;Distinguish;5.55536E+13;12;2005
892;Distinguish;5.55514E+13;10;2005
893;SuperiorCard;3.33346E+13;1;2006
894;ColonialVoice;7.77728E+13;1;2007
895;ColonialVoice;7.77756E+13;5;2008
896;SuperiorCard;3.33362E+13;7;2006
897;SuperiorCard;3.33337E+13;1;2008
898;SuperiorCard;3.33375E+13;7;2006
899;Vista;1.11147E+13;9;2005
900;ColonialVoice;7.77772E+13;8;2005
901;ColonialVoice;7.77748E+13;7;2008
902;Vista;1.11126E+13;3;2008
903;SuperiorCard;3.33322E+13;9;2006
904;SuperiorCard;3.33356E+13;8;2005
905;ColonialVoice;7.77751E+13;12;2008
906;Vista;1.11158E+13;8;2008
907;ColonialVoice;7.77726E+13;11;2007
908;Vista;1.11125E+13;11;2006
909;Vista;1.1116E+13;12;2006
910;Distinguish;5.55545E+13;5;2005
911;Vista;1.11179E+13;12;2005
912;ColonialVoice;7.77773E+13;11;2005
913;ColonialVoice;7.77766E+13;8;2007
914;Vista;1.11176E+13;3;2005
915;Distinguish;5.5554E+13;1;2007
916;SuperiorCard;3.33371E+13;6;2008
917;Distinguish;5.55543E+13;1;2008
918;SuperiorCard;3.33353E+13;5;2006
919;SuperiorCard;3.33312E+13;2;2008
920;SuperiorCard;3.33397E+13;7;2005
921;Vista;1.11188E+13;12;2007
922;Distinguish;5.55537E+13;6;2007
923;Distinguish;5.55546E+13;7;2007
924;ColonialVoice;7.77784E+13;8;2007
925;Distinguish;5.55598E+13;4;2007
926;SuperiorCard;3.33334E+13;3;2008
927;ColonialVoice;7.77724E+13;8;2005
928;ColonialVoice;7.77753E+13;8;2005
929;SuperiorCard;3.33339E+13;5;2005
930;Vista;1.11173E+13;2;2008
931;ColonialVoice;7.77762E+13;1;2005
932;ColonialVoice;7.77786E+13;9;2007
933;Vista;1.11117E+13;7;2005
934;Vista;1.11189E+13;11;2008
935;Vista;1.11164E+13;5;2006
936;Distinguish;5.55577E+13;2;2005
937;ColonialVoice;7.77773E+13;11;2007
938;ColonialVoice;7.77769E+13;12;2008
939;Distinguish;5.55531E+13;8;2005
940;Distinguish;5.55519E+13;5;2008
941;ColonialVoice;7.77792E+13;11;2007
942;Distinguish;5.55589E+13;6;2008
943;Vista;1.11163E+13;3;2005
944;ColonialVoice;7.77713E+13;2;2005
945;Distinguish;5.55525E+13;12;2008
946;Vista;1.11113E+13;11;2005
947;Vista;1.11177E+13;7;2008
948;SuperiorCard;3.33351E+13;1;2007
949;Vista;1.11155E+13;7;2007
950;SuperiorCard;3.33386E+13;3;2005
951;Vista;1.11153E+13;4;2008
952;Vista;1.11142E+13;4;2005
953;SuperiorCard;3.33393E+13;7;2005
954;Vista;1.11188E+13;4;2008
955;Distinguish;5.55583E+13;11;2007
956;SuperiorCard;3.33354E+13;10;2007
957;Vista;1.11139E+13;3;2005
958;SuperiorCard;3.3335E+13;4;2005
959;SuperiorCard;3.33377E+13;2;2006
960;Vista;1.11155E+13;1;2006
961;SuperiorCard;3.33387E+13;7;2006
962;ColonialVoice;7.77781E+13;7;2008
963;Distinguish;5.55558E+13;9;2008
964;Vista;1.11129E+13;12;2008
965;Vista;1.11187E+13;9;2007
966;Distinguish;5.55557E+13;7;2005
967;Distinguish;5.55539E+13;12;2007
968;Vista;1.1114E+13;8;2006
969;SuperiorCard;3.33327E+13;9;2007
970;Vista;1.11152E+13;10;2007
971;SuperiorCard;3.3331E+13;9;2006
972;Distinguish;5.55536E+13;9;2006
973;Distinguish;5.55533E+13;8;2006
974;ColonialVoice;7.77751E+13;1;2007
975;SuperiorCard;3.33393E+13;12;2007
976;ColonialVoice;7.77798E+13;3;2006
977;ColonialVoice;7.77756E+13;9;2007
978;Distinguish;5.55547E+13;8;2005
979;SuperiorCard;3.33326E+13;7;2007
980;Distinguish;5.55529E+13;5;2007
981;Vista;1.11186E+13;2;2006
982;SuperiorCard;3.33367E+13;5;2008
983;SuperiorCard;3.3335E+13;11;2008
984;ColonialVoice;7.77754E+13;11;2008
985;SuperiorCard;3.33341E+13;9;2007
986;ColonialVoice;7.77712E+13;10;2005
987;ColonialVoice;7.77729E+13;5;2008
988;ColonialVoice;7.77789E+13;10;2006
989;SuperiorCard;3.33386E+13;6;2007
990;Vista;1.11127E+13;11;2007
991;SuperiorCard;3.33345E+13;12;2006
992;SuperiorCard;3.33357E+13;3;2008
993;ColonialVoice;7.77738E+13;6;2006
994;ColonialVoice;7.77739E+13;7;2008
995;Vista;1.11128E+13;8;2008
996;SuperiorCard;3.3335E+13;1;2005
997;SuperiorCard;3.33376E+13;7;2008
998;Distinguish;5.55546E+13;1;2006
999;SuperiorCard;3.33322E+13;12;2006
1000;SuperiorCard;3.33316E+13;1;2006
1001;SuperiorCard;3.33345E+13;1;2008
1002;SuperiorCard;3.33353E+13;10;2007
1003;SuperiorCard;3.33364E+13;7;2008
1004;ColonialVoice;7.77771E+13;2;2006
1005;Distinguish;5.55592E+13;10;2006
1006;Distinguish;5.55589E+13;7;2006
1007;ColonialVoice;7.77798E+13;5;2007
1008;ColonialVoice;7.77781E+13;2;2007
1009;SuperiorCard;3.33331E+13;7;2006
1010;SuperiorCard;3.3334E+13;3;2007
1011;Vista;1.11175E+13;10;2005
1012;Vista;1.11177E+13;11;2008
1013;ColonialVoice;7.77738E+13;11;2008
1014;ColonialVoice;7.77798E+13;1;2007
1015;ColonialVoice;7.77711E+13;3;2005
1016;ColonialVoice;7.77769E+13;11;2005
1017;Vista;1.11177E+13;10;2008
1018;Vista;1.11147E+13;6;2006
1019;Vista;1.112E+13;9;2007
1020;Vista;1.1112E+13;7;2006
1021;SuperiorCard;3.33396E+13;4;2005
1022;Vista;1.11154E+13;5;2005
1023;ColonialVoice;7.77791E+13;3;2005
1024;ColonialVoice;7.77751E+13;3;2008
1025;SuperiorCard;3.33355E+13;11;2005
1026;Distinguish;5.55591E+13;12;2007
1027;SuperiorCard;3.33342E+13;3;2007
1028;ColonialVoice;7.77711E+13;8;2005
1029;Distinguish;5.5557E+13;4;2005
1030;Vista;1.11149E+13;8;2005
1031;Vista;1.11111E+13;3;2006
1032;SuperiorCard;3.33361E+13;11;2005
1033;Vista;1.11154E+13;3;2007
1034;Vista;1.1116E+13;5;2008
1035;Vista;1.11126E+13;11;2006
1036;Vista;1.11195E+13;6;2008
1037;SuperiorCard;3.33336E+13;9;2008
1038;SuperiorCard;3.33348E+13;12;2005
1039;Vista;1.11181E+13;12;2006
1040;Vista;1.11185E+13;5;2005
1041;ColonialVoice;7.77762E+13;10;2005
1042;Vista;1.11141E+13;7;2006
1043;ColonialVoice;7.77718E+13;9;2008
1044;Distinguish;5.55548E+13;10;2006
1045;Distinguish;5.556E+13;10;2005
1046;Vista;1.11183E+13;9;2005
1047;Vista;1.11161E+13;10;2005
1048;Distinguish;5.55518E+13;1;2006
1049;SuperiorCard;3.33316E+13;11;2008
1050;Distinguish;5.55538E+13;3;2006
1051;SuperiorCard;3.33399E+13;9;2005
1052;Distinguish;5.55596E+13;5;2007
1053;Vista;1.11167E+13;1;2008
1054;Vista;1.11157E+13;11;2008
1055;SuperiorCard;3.3339E+13;11;2005
1056;SuperiorCard;3.33337E+13;6;2008
1057;Vista;1.1113E+13;11;2007
1058;SuperiorCard;3.33314E+13;5;2007
1059;ColonialVoice;7.77744E+13;1;2006
1060;Vista;1.11197E+13;2;2008
1061;Vista;1.11116E+13;3;2007
1062;SuperiorCard;3.33326E+13;11;2005
1063;Distinguish;5.55569E+13;3;2005
1064;ColonialVoice;7.77776E+13;6;2008
1065;Vista;1.11191E+13;4;2006
1066;Vista;1.11176E+13;9;2008
1067;SuperiorCard;3.33396E+13;3;2006
1068;SuperiorCard;3.33388E+13;4;2007
1069;SuperiorCard;3.33345E+13;5;2005
1070;Distinguish;5.55599E+13;9;2006
1071;ColonialVoice;7.77736E+13;3;2005
1072;SuperiorCard;3.33366E+13;7;2007
1073;SuperiorCard;3.33395E+13;7;2007
1074;ColonialVoice;7.77714E+13;12;2006
1075;ColonialVoice;7.77766E+13;6;2008
1076;SuperiorCard;3.33364E+13;4;2006
1077;Distinguish;5.55553E+13;10;2007
1078;Distinguish;5.55592E+13;5;2006
1079;SuperiorCard;3.33322E+13;11;2008
1080;ColonialVoice;7.77793E+13;5;2008
1081;Distinguish;5.55534E+13;1;2007
1082;Vista;1.11184E+13;2;2006
1083;Distinguish;5.55553E+13;9;2006
1084;ColonialVoice;7.77719E+13;7;2007
1085;Vista;1.11154E+13;1;2005
1086;Vista;1.1112E+13;9;2007
1087;ColonialVoice;7.77725E+13;4;2007
1088;Distinguish;5.55521E+13;9;2008
1089;SuperiorCard;3.33351E+13;3;2008
1090;Distinguish;5.55511E+13;11;2006
1091;SuperiorCard;3.3337E+13;1;2006
1092;ColonialVoice;7.7774E+13;9;2005
1093;ColonialVoice;7.77749E+13;7;2006
1094;SuperiorCard;3.33335E+13;4;2006
1095;Distinguish;5.55569E+13;8;2007
1096;ColonialVoice;7.77772E+13;10;2005
1097;Distinguish;5.55579E+13;6;2005
1098;SuperiorCard;3.33337E+13;6;2008
1099;ColonialVoice;7.77732E+13;8;2006
1100;Vista;1.11139E+13;3;2008
1101;Vista;1.11135E+13;1;2005
1102;Distinguish;5.55524E+13;7;2006
1103;Distinguish;5.55515E+13;3;2005
1104;SuperiorCard;3.33358E+13;10;2005
1105;Distinguish;5.55571E+13;3;2007
1106;SuperiorCard;3.33394E+13;1;2005
1107;Vista;1.11192E+13;11;2005
1108;Distinguish;5.55533E+13;9;2008
1109;SuperiorCard;3.33385E+13;11;2007
1110;Distinguish;5.55548E+13;1;2006
1111;Distinguish;5.5556E+13;8;2006
1112;ColonialVoice;7.77732E+13;11;2007
1113;SuperiorCard;3.3333E+13;1;2007
1114;SuperiorCard;3.3335E+13;1;2005
1115;ColonialVoice;7.77744E+13;6;2007
1116;Vista;1.11189E+13;4;2005
1117;Distinguish;5.55561E+13;4;2008
1118;SuperiorCard;3.33371E+13;12;2007
1119;Distinguish;5.55571E+13;2;2008
1120;Distinguish;5.55589E+13;3;2008
1121;Distinguish;5.556E+13;8;2007
1122;ColonialVoice;7.7773E+13;4;2007
1123;ColonialVoice;7.77747E+13;2;2006
1124;SuperiorCard;3.3337E+13;12;2005
1125;SuperiorCard;3.3337E+13;11;2008
1126;Vista;1.11165E+13;7;2007
1127;Distinguish;5.55579E+13;9;2006
1128;Vista;1.11196E+13;4;2005
1129;ColonialVoice;7.7775E+13;4;2007
1130;ColonialVoice;7.77756E+13;11;2005
1131;ColonialVoice;7.77725E+13;7;2005
1132;Vista;1.11135E+13;6;2008
1133;ColonialVoice;7.77797E+13;11;2006
1134;SuperiorCard;3.33348E+13;5;2008
1135;ColonialVoice;7.77729E+13;2;2005
1136;SuperiorCard;3.33344E+13;6;2006
1137;ColonialVoice;7.77721E+13;11;2007
1138;Vista;1.11188E+13;9;2006
1139;ColonialVoice;7.77711E+13;4;2007
1140;ColonialVoice;7.7776E+13;4;2006
1141;Vista;1.11177E+13;10;2005
1142;ColonialVoice;7.77774E+13;2;2008
1143;ColonialVoice;7.77796E+13;5;2006
1144;Vista;1.11119E+13;2;2005
1145;SuperiorCard;3.33316E+13;2;2008
1146;Vista;1.11173E+13;10;2008
1147;Vista;1.11161E+13;6;2006
1148;SuperiorCard;3.33381E+13;9;2005
1149;Distinguish;5.55589E+13;10;2007
1150;Distinguish;5.55552E+13;3;2005
1151;Vista;1.11152E+13;10;2008
1152;SuperiorCard;3.33312E+13;3;2008
1153;Vista;1.11137E+13;9;2006
1154;SuperiorCard;3.33363E+13;8;2005
1155;Vista;1.11133E+13;5;2005
1156;Distinguish;5.55517E+13;2;2006
1157;Vista;1.11161E+13;6;2007
1158;Distinguish;5.55521E+13;9;2005
1159;SuperiorCard;3.33364E+13;9;2007
1160;Vista;1.11175E+13;1;2008
1161;Distinguish;5.55519E+13;12;2005
1162;Vista;1.11128E+13;3;2005
1163;SuperiorCard;3.3338E+13;6;2006
1164;SuperiorCard;3.33393E+13;5;2005
1165;Vista;1.11173E+13;6;2006
1166;Vista;1.11184E+13;1;2005
1167;SuperiorCard;3.33352E+13;8;2008
1168;Distinguish;5.55587E+13;4;2008
1169;Distinguish;5.55566E+13;3;2005
1170;Vista;1.11115E+13;8;2005
1171;Distinguish;5.55562E+13;10;2008
1172;ColonialVoice;7.77711E+13;7;2007
1173;ColonialVoice;7.77724E+13;4;2005
1174;ColonialVoice;7.77739E+13;2;2006
1175;SuperiorCard;3.33399E+13;1;2008
1176;Distinguish;5.55557E+13;9;2007
1177;ColonialVoice;7.77795E+13;8;2008
1178;SuperiorCard;3.33328E+13;9;2006
1179;Vista;1.11137E+13;6;2007
1180;SuperiorCard;3.33384E+13;12;2006
1181;ColonialVoice;7.77714E+13;3;2008
1182;Vista;1.11188E+13;7;2007
1183;SuperiorCard;3.33345E+13;8;2005
1184;SuperiorCard;3.3336E+13;12;2008
1185;Distinguish;5.55531E+13;2;2008
1186;ColonialVoice;7.77785E+13;4;2005
1187;SuperiorCard;3.3331E+13;8;2007
1188;ColonialVoice;7.77765E+13;5;2006
1189;ColonialVoice;7.77796E+13;1;2005
1190;ColonialVoice;7.77732E+13;2;2008
1191;SuperiorCard;3.33362E+13;6;2005
1192;Vista;1.11113E+13;6;2005
1193;SuperiorCard;3.33338E+13;6;2007
1194;Vista;1.1113E+13;12;2007
1195;SuperiorCard;3.33351E+13;2;2008
1196;ColonialVoice;7.77777E+13;2;2005
1197;Vista;1.11137E+13;1;2005
1198;Vista;1.11143E+13;5;2008
1199;ColonialVoice;7.77716E+13;5;2008
1200;ColonialVoice;7.77771E+13;12;2005
1201;SuperiorCard;3.33382E+13;4;2008
1202;ColonialVoice;7.7779E+13;2;2006
1203;ColonialVoice;7.77779E+13;1;2007
1204;SuperiorCard;3.33317E+13;8;2008
1205;Distinguish;5.55566E+13;9;2007
1206;SuperiorCard;3.33343E+13;4;2008
1207;Vista;1.11129E+13;4;2005
1208;Vista;1.11173E+13;10;2007
1209;Distinguish;5.556E+13;11;2006
1210;SuperiorCard;3.33358E+13;10;2007
1211;Vista;1.11198E+13;6;2008
1212;ColonialVoice;7.77712E+13;10;2005
1213;SuperiorCard;3.3336E+13;10;2006
1214;Distinguish;5.55514E+13;7;2008
1215;SuperiorCard;3.33346E+13;7;2007
1216;Distinguish;5.55522E+13;9;2008
1217;ColonialVoice;7.77715E+13;2;2008
1218;Vista;1.11175E+13;4;2007
1219;SuperiorCard;3.33327E+13;11;2006
1220;ColonialVoice;7.77766E+13;12;2005
1221;SuperiorCard;3.334E+13;4;2006
1222;Distinguish;5.55599E+13;9;2008
1223;Vista;1.11116E+13;1;2005
1224;Vista;1.11114E+13;7;2007
1225;ColonialVoice;7.77747E+13;4;2005
1226;SuperiorCard;3.33316E+13;4;2006
1227;Vista;1.11173E+13;11;2007
1228;Distinguish;5.55535E+13;8;2006
1229;Distinguish;5.55562E+13;11;2007
1230;Vista;1.11197E+13;5;2008
1231;Distinguish;5.55569E+13;7;2006
1232;ColonialVoice;7.77772E+13;12;2007
1233;Distinguish;5.5552E+13;6;2005
1234;Vista;1.11158E+13;8;2006
1235;Distinguish;5.55514E+13;8;2005
1236;Distinguish;5.55577E+13;2;2007
1237;ColonialVoice;7.77715E+13;2;2005
1238;SuperiorCard;3.33389E+13;9;2008
1239;SuperiorCard;3.33361E+13;1;2006
1240;Vista;1.1114E+13;12;2007
1241;Distinguish;5.55548E+13;2;2007
1242;Distinguish;5.55514E+13;6;2007
1243;ColonialVoice;7.77748E+13;10;2005
1244;ColonialVoice;7.77736E+13;3;2005
1245;SuperiorCard;3.33329E+13;11;2005
1246;Distinguish;5.55598E+13;2;2006
1247;SuperiorCard;3.33318E+13;5;2006
1248;Distinguish;5.55564E+13;10;2007
1249;Vista;1.11137E+13;12;2007
1250;Distinguish;5.55581E+13;8;2005
1251;Distinguish;5.5557E+13;10;2007
1252;ColonialVoice;7.77776E+13;2;2007
1253;SuperiorCard;3.33358E+13;7;2008
1254;Vista;1.11154E+13;7;2007
1255;Vista;1.11192E+13;5;2008
1256;SuperiorCard;3.33312E+13;6;2006
1257;ColonialVoice;7.77794E+13;2;2005
1258;ColonialVoice;7.77755E+13;5;2006
1259;Vista;1.11186E+13;2;2005
1260;SuperiorCard;3.33314E+13;9;2006
1261;Distinguish;5.55539E+13;3;2005
1262;ColonialVoice;7.77753E+13;9;2006
1263;Distinguish;5.55534E+13;3;2006
1264;SuperiorCard;3.33349E+13;8;2007
1265;ColonialVoice;7.77773E+13;10;2008
1266;Distinguish;5.55561E+13;10;2006
1267;SuperiorCard;3.33355E+13;5;2007
1268;ColonialVoice;7.77738E+13;9;2006
1269;Vista;1.11179E+13;4;2008
1270;Distinguish;5.55593E+13;3;2007
1271;ColonialVoice;7.77762E+13;1;2006
1272;Distinguish;5.55531E+13;9;2005
1273;ColonialVoice;7.77779E+13;4;2008
1274;Distinguish;5.55527E+13;11;2008
1275;Distinguish;5.55516E+13;7;2008
1276;ColonialVoice;7.77779E+13;8;2007
1277;SuperiorCard;3.33394E+13;2;2005
1278;ColonialVoice;7.77795E+13;9;2007
1279;Distinguish;5.55542E+13;1;2007
1280;ColonialVoice;7.77787E+13;2;2007
1281;SuperiorCard;3.33393E+13;12;2005
1282;ColonialVoice;7.7772E+13;9;2008
1283;SuperiorCard;3.33318E+13;6;2006
1284;Distinguish;5.55528E+13;7;2008
1285;Distinguish;5.5559E+13;9;2007
